# RDT Tidal Deformability and Moment of Inertia (SLy4 EOS, alpha=0.30)
# Columns: M(M_sun) R(km) k2 Lambda I(g.cm^2) I_bar y_R
1.00 13.475300 0.248362 10483.4300 1.124800e+45 25.9412 -0.440643
1.20 13.602900 0.184210 3274.3100 1.439850e+45 19.2171 -0.211097
1.40 13.638700 0.146576 1221.3500 1.768646e+45 14.8652 -0.090928
1.60 13.603500 0.122409 516.3700 2.108699e+45 11.8732 -0.057975
