# GR Tidal Deformability and Moment of Inertia (SLy4 EOS)
# Columns: M(M_sun) R(km) k2 Lambda I(g.cm^2) I_bar y_R
1.00 13.451700 0.244872 10241.3800 1.121347e+45 25.8615 -0.422456
1.20 13.501800 0.174994 2995.3100 1.421558e+45 18.9730 -0.146767
1.40 13.373400 0.130425 984.7100 1.711564e+45 14.3854 0.049386
1.60 13.019500 0.097877 331.5400 1.964077e+45 11.0589 0.193986
