# RDT Density Profile for M = 1.4 M_sun
# EOS: SLy4, α = 0.3
# M_total = 1.400000 M_sun
# R_total = 13.638666 km
# Columns: r (km), P (dyne/cm²), m (M_sun), rho (g/cm³)
1.112431e+01 5.885447e+33 1.056734e+00 2.085508e+14
1.115164e+01 5.783338e+33 1.061418e+00 2.070262e+14
1.117897e+01 5.682106e+33 1.066088e+00 2.054985e+14
1.120630e+01 5.581752e+33 1.070744e+00 2.039678e+14
1.123363e+01 5.482279e+33 1.075385e+00 2.024341e+14
1.126096e+01 5.383689e+33 1.080011e+00 2.008973e+14
1.128829e+01 5.285982e+33 1.084622e+00 1.993575e+14
1.131562e+01 5.189161e+33 1.089217e+00 1.978146e+14
1.134295e+01 5.093228e+33 1.093797e+00 1.962687e+14
1.137028e+01 4.998184e+33 1.098360e+00 1.947197e+14
1.139761e+01 4.904031e+33 1.102907e+00 1.931676e+14
1.142494e+01 4.810770e+33 1.107436e+00 1.916124e+14
1.145227e+01 4.718403e+33 1.111948e+00 1.900541e+14
1.147960e+01 4.626930e+33 1.116443e+00 1.884928e+14
1.150693e+01 4.536354e+33 1.120919e+00 1.869283e+14
1.153426e+01 4.446676e+33 1.125377e+00 1.853607e+14
1.156159e+01 4.357896e+33 1.129816e+00 1.837900e+14
1.158892e+01 4.270017e+33 1.134236e+00 1.822161e+14
1.161625e+01 4.183038e+33 1.138637e+00 1.806391e+14
1.164358e+01 4.096961e+33 1.143018e+00 1.790589e+14
1.167091e+01 4.011787e+33 1.147378e+00 1.774756e+14
1.169824e+01 3.927517e+33 1.151718e+00 1.758890e+14
1.172557e+01 3.844152e+33 1.156037e+00 1.742993e+14
1.175290e+01 3.761692e+33 1.160334e+00 1.727063e+14
1.178023e+01 3.680138e+33 1.164610e+00 1.711101e+14
1.180756e+01 3.599491e+33 1.168864e+00 1.695107e+14
1.183489e+01 3.519751e+33 1.173095e+00 1.679080e+14
1.186222e+01 3.440919e+33 1.177303e+00 1.663020e+14
1.188955e+01 3.362996e+33 1.181488e+00 1.646927e+14
1.191688e+01 3.285982e+33 1.185650e+00 1.630801e+14
1.194421e+01 3.209876e+33 1.189787e+00 1.614641e+14
1.197154e+01 3.134681e+33 1.193900e+00 1.598448e+14
1.199887e+01 3.060395e+33 1.197988e+00 1.582220e+14
1.202620e+01 2.987019e+33 1.202051e+00 1.565959e+14
1.205353e+01 2.914553e+33 1.206088e+00 1.549663e+14
1.208086e+01 2.842997e+33 1.210099e+00 1.533333e+14
1.210819e+01 2.772351e+33 1.214084e+00 1.516967e+14
1.213552e+01 2.702616e+33 1.218042e+00 1.500566e+14
1.216285e+01 2.633791e+33 1.221973e+00 1.484130e+14
1.219018e+01 2.565876e+33 1.225875e+00 1.467658e+14
1.221751e+01 2.498871e+33 1.229750e+00 1.451150e+14
1.224484e+01 2.432775e+33 1.233597e+00 1.434605e+14
1.227217e+01 2.367589e+33 1.237414e+00 1.418024e+14
1.229950e+01 2.303311e+33 1.241202e+00 1.401405e+14
1.232683e+01 2.239942e+33 1.244960e+00 1.384748e+14
1.235416e+01 2.177482e+33 1.248688e+00 1.368053e+14
1.238149e+01 2.115929e+33 1.252385e+00 1.351320e+14
1.240882e+01 2.055283e+33 1.256052e+00 1.334548e+14
1.243615e+01 1.995544e+33 1.259686e+00 1.317737e+14
1.246348e+01 1.936711e+33 1.263289e+00 1.300885e+14
1.249081e+01 1.878783e+33 1.266859e+00 1.283993e+14
1.251814e+01 1.821759e+33 1.270397e+00 1.267060e+14
1.254547e+01 1.765639e+33 1.273901e+00 1.250086e+14
1.257280e+01 1.710422e+33 1.277371e+00 1.233070e+14
1.260013e+01 1.656108e+33 1.280807e+00 1.216010e+14
1.262746e+01 1.602694e+33 1.284208e+00 1.198908e+14
1.265479e+01 1.550181e+33 1.287574e+00 1.181761e+14
1.268212e+01 1.498567e+33 1.290904e+00 1.164570e+14
1.270945e+01 1.447851e+33 1.294198e+00 1.147334e+14
1.273678e+01 1.398033e+33 1.297456e+00 1.130051e+14
1.276411e+01 1.349110e+33 1.300676e+00 1.112721e+14
1.279144e+01 1.301083e+33 1.303858e+00 1.095344e+14
1.281877e+01 1.253949e+33 1.307003e+00 1.077917e+14
1.284610e+01 1.207708e+33 1.310109e+00 1.060441e+14
1.287343e+01 1.162358e+33 1.313175e+00 1.042915e+14
1.290076e+01 1.117898e+33 1.316202e+00 1.025337e+14
1.292809e+01 1.074327e+33 1.319189e+00 1.007707e+14
1.295542e+01 1.031522e+33 1.322143e+00 1.000000e+14
1.298275e+01 9.889107e+32 1.325105e+00 1.000000e+14
1.301008e+01 9.464188e+32 1.328080e+00 1.000000e+14
1.303741e+01 9.040456e+32 1.331067e+00 1.000000e+14
1.306474e+01 8.617903e+32 1.334066e+00 1.000000e+14
1.309207e+01 8.196517e+32 1.337078e+00 1.000000e+14
1.311940e+01 7.776290e+32 1.340103e+00 1.000000e+14
1.314673e+01 7.357211e+32 1.343140e+00 1.000000e+14
1.317406e+01 6.939272e+32 1.346190e+00 1.000000e+14
1.320139e+01 6.522464e+32 1.349252e+00 1.000000e+14
1.322872e+01 6.106777e+32 1.352328e+00 1.000000e+14
1.325605e+01 5.692201e+32 1.355416e+00 1.000000e+14
1.328338e+01 5.278728e+32 1.358517e+00 1.000000e+14
1.331071e+01 4.866350e+32 1.361630e+00 1.000000e+14
1.333804e+01 4.455056e+32 1.364756e+00 1.000000e+14
1.336537e+01 4.044839e+32 1.367896e+00 1.000000e+14
1.339270e+01 3.635690e+32 1.371048e+00 1.000000e+14
1.342003e+01 3.227600e+32 1.374213e+00 1.000000e+14
1.344736e+01 2.820560e+32 1.377391e+00 1.000000e+14
1.347469e+01 2.414563e+32 1.380582e+00 1.000000e+14
1.350202e+01 2.009599e+32 1.383785e+00 1.000000e+14
1.352935e+01 1.605661e+32 1.387002e+00 1.000000e+14
1.355668e+01 1.202740e+32 1.390232e+00 1.000000e+14
1.358401e+01 8.008282e+31 1.393475e+00 1.000000e+14
1.361134e+01 3.999175e+31 1.396731e+00 1.000000e+14
1.363867e+01 4.839503e+24 1.400000e+00 1.000000e+14
