# GR Density Profile for M = 1.4 M_sun
# EOS: SLy4
# M_total = 1.400000 M_sun
# R_total = 13.373536 km
# Columns: r (km), P (dyne/cm²), m (M_sun), rho (g/cm³)
1.114925e+01 5.270815e+33 1.111420e+00 1.991170e+14
1.117605e+01 5.170052e+33 1.115809e+00 1.975081e+14
1.120284e+01 5.070280e+33 1.120182e+00 1.958963e+14
1.122964e+01 4.971501e+33 1.124537e+00 1.942816e+14
1.125644e+01 4.873716e+33 1.128874e+00 1.926640e+14
1.128324e+01 4.776925e+33 1.133193e+00 1.910435e+14
1.131004e+01 4.681128e+33 1.137494e+00 1.894201e+14
1.133684e+01 4.586326e+33 1.141776e+00 1.877937e+14
1.136364e+01 4.492520e+33 1.146039e+00 1.861644e+14
1.139043e+01 4.399709e+33 1.150283e+00 1.845321e+14
1.141723e+01 4.307894e+33 1.154507e+00 1.828968e+14
1.144403e+01 4.217075e+33 1.158711e+00 1.812586e+14
1.147083e+01 4.127253e+33 1.162894e+00 1.796173e+14
1.149763e+01 4.038426e+33 1.167057e+00 1.779729e+14
1.152443e+01 3.950596e+33 1.171199e+00 1.763256e+14
1.155123e+01 3.863763e+33 1.175319e+00 1.746751e+14
1.157803e+01 3.777925e+33 1.179417e+00 1.730216e+14
1.160482e+01 3.693084e+33 1.183493e+00 1.713649e+14
1.163162e+01 3.609239e+33 1.187546e+00 1.697052e+14
1.165842e+01 3.526389e+33 1.191576e+00 1.680422e+14
1.168522e+01 3.444534e+33 1.195583e+00 1.663761e+14
1.171202e+01 3.363675e+33 1.199566e+00 1.647068e+14
1.173882e+01 3.283810e+33 1.203525e+00 1.630343e+14
1.176562e+01 3.204940e+33 1.207460e+00 1.613585e+14
1.179241e+01 3.127063e+33 1.211370e+00 1.596794e+14
1.181921e+01 3.050179e+33 1.215254e+00 1.579971e+14
1.184601e+01 2.974288e+33 1.219113e+00 1.563113e+14
1.187281e+01 2.899389e+33 1.222946e+00 1.546223e+14
1.189961e+01 2.825480e+33 1.226752e+00 1.529298e+14
1.192641e+01 2.752563e+33 1.230532e+00 1.512338e+14
1.195321e+01 2.680634e+33 1.234284e+00 1.495344e+14
1.198001e+01 2.609694e+33 1.238009e+00 1.478315e+14
1.200680e+01 2.539742e+33 1.241706e+00 1.461251e+14
1.203360e+01 2.470777e+33 1.245374e+00 1.444150e+14
1.206040e+01 2.402798e+33 1.249014e+00 1.427013e+14
1.208720e+01 2.335803e+33 1.252624e+00 1.409839e+14
1.211400e+01 2.269793e+33 1.256205e+00 1.392629e+14
1.214080e+01 2.204764e+33 1.259756e+00 1.375380e+14
1.216760e+01 2.140717e+33 1.263276e+00 1.358093e+14
1.219439e+01 2.077650e+33 1.266765e+00 1.340768e+14
1.222119e+01 2.015562e+33 1.270223e+00 1.323403e+14
1.224799e+01 1.954452e+33 1.273649e+00 1.305998e+14
1.227479e+01 1.894317e+33 1.277043e+00 1.288553e+14
1.230159e+01 1.835158e+33 1.280404e+00 1.271067e+14
1.232839e+01 1.776971e+33 1.283732e+00 1.253539e+14
1.235519e+01 1.719757e+33 1.287027e+00 1.235969e+14
1.238199e+01 1.663513e+33 1.290288e+00 1.218356e+14
1.240878e+01 1.608238e+33 1.293514e+00 1.200699e+14
1.243558e+01 1.553930e+33 1.296705e+00 1.182997e+14
1.246238e+01 1.500588e+33 1.299861e+00 1.165250e+14
1.248918e+01 1.448209e+33 1.302981e+00 1.147457e+14
1.251598e+01 1.396794e+33 1.306065e+00 1.129616e+14
1.254278e+01 1.346338e+33 1.309112e+00 1.111728e+14
1.256958e+01 1.296842e+33 1.312122e+00 1.093791e+14
1.259637e+01 1.248302e+33 1.315094e+00 1.075804e+14
1.262317e+01 1.200718e+33 1.318028e+00 1.057766e+14
1.264997e+01 1.154087e+33 1.320923e+00 1.039675e+14
1.267677e+01 1.108408e+33 1.323779e+00 1.021532e+14
1.270357e+01 1.063679e+33 1.326595e+00 1.003334e+14
1.273037e+01 1.019626e+33 1.329389e+00 1.000000e+14
1.275717e+01 9.757187e+32 1.332193e+00 1.000000e+14
1.278397e+01 9.319427e+32 1.335009e+00 1.000000e+14
1.281076e+01 8.882967e+32 1.337837e+00 1.000000e+14
1.283756e+01 8.447799e+32 1.340677e+00 1.000000e+14
1.286436e+01 8.013910e+32 1.343528e+00 1.000000e+14
1.289116e+01 7.581291e+32 1.346392e+00 1.000000e+14
1.291796e+01 7.149932e+32 1.349267e+00 1.000000e+14
1.294476e+01 6.719821e+32 1.352155e+00 1.000000e+14
1.297156e+01 6.290950e+32 1.355054e+00 1.000000e+14
1.299835e+01 5.863308e+32 1.357966e+00 1.000000e+14
1.302515e+01 5.436885e+32 1.360889e+00 1.000000e+14
1.305195e+01 5.011671e+32 1.363825e+00 1.000000e+14
1.307875e+01 4.587657e+32 1.366772e+00 1.000000e+14
1.310555e+01 4.164834e+32 1.369732e+00 1.000000e+14
1.313235e+01 3.743190e+32 1.372704e+00 1.000000e+14
1.315915e+01 3.322718e+32 1.375688e+00 1.000000e+14
1.318595e+01 2.903408e+32 1.378684e+00 1.000000e+14
1.321274e+01 2.485250e+32 1.381692e+00 1.000000e+14
1.323954e+01 2.068236e+32 1.384713e+00 1.000000e+14
1.326634e+01 1.652356e+32 1.387745e+00 1.000000e+14
1.329314e+01 1.237601e+32 1.390791e+00 1.000000e+14
1.331994e+01 8.239626e+31 1.393848e+00 1.000000e+14
1.334674e+01 4.114319e+31 1.396918e+00 1.000000e+14
1.337354e+01 6.823632e+24 1.400000e+00 1.000000e+14
